276e415d-e209-4191-99cd-e8d4cc57a6fa,234980753,2020-12-14T12:24:45.494Z,2020-12-14T12:24:45.494Z,1,我的也是,0,F
d45b3ff9-8356-42c0-ba85-74821dc46a27,234980606,2020-12-14T11:57:27.010Z,2020-12-14T11:57:27.010Z,1,公關好正~,4,M
1ee538e4-8172-4440-8a69-b014fbf56ee4,234980606,2020-12-14T11:59:22.335Z,2020-12-14T11:59:22.335Z,2,我也覺得😳,3,M
31956093-f82b-4bb8-964b-9c50fec0b767,234979720,2020-12-14T09:30:07.951Z,2020-12-14T09:30:07.951Z,1,https://i.imgur.com/eC7gyaO.jpg,0,M
726d67c5-31a4-47a0-a912-6c9f61829f3b,234979720,2020-12-14T09:47:34.186Z,2020-12-14T09:47:34.186Z,2,https://i.imgur.com/HXXeL1z.jpg,0,M
8bb55003-c7ae-40b8-b1df-f96c42c2d3bd,234979720,2020-12-14T10:50:46.103Z,2020-12-14T10:50:46.103Z,3,有好喝到咩噗嗎？,0,M
8f379cba-ea37-4508-9325-7b5a08e8b599,234978576,2020-12-14T07:16:33.203Z,2020-12-14T07:16:33.203Z,1,不要住宿😡😡😡,0,M
0fe6f026-0f91-4a3b-a140-9f9dfd9cc392,234978576,2020-12-14T07:44:50.982Z,2020-12-14T07:44:50.982Z,2,會另外安排喔，「原則上」不能回原房,0,F
d724424d-fcd0-4971-9645-3f298d64cc58,234978576,2020-12-14T09:23:17.832Z,2020-12-14T09:23:17.832Z,3,會集中在低樓層,0,M
6432752f-c9c8-41c7-a21b-f0319cbd5f19,234978576,2020-12-14T12:05:19.814Z,2020-12-14T12:05:19.814Z,4,宿舍寒假要清空～,0,F
0cef22c0-31c3-46c3-8248-6cdecf719d55,234977709,2020-12-14T03:21:06.054Z,2020-12-14T03:21:06.054Z,1,好酷！如果我口說很爛可以嗎,1,F
ff9b2b58-153b-4f63-9513-ad70d1b45366,234977709,2020-12-14T05:10:55.332Z,2020-12-14T05:10:55.332Z,2,B1 你可以問問看神奇海螺,1,M
35945bc5-6de6-4c60-bf9c-dd605b8c4055,234977709,2020-12-14T05:11:06.667Z,2020-12-14T05:11:06.667Z,3,不行😡😡😡,1,M
4486d119-9105-4804-9962-22c43e8eaf6d,234977709,2020-12-14T05:15:30.557Z,2020-12-14T05:15:30.557Z,4,B2 他說可以,2,F
fa317d3f-c978-4e30-bf59-e35c3bc907c2,234977709,2020-12-14T06:42:20.809Z,2020-12-14T06:42:20.809Z,5,"B2 B4 來自神奇海螺的回覆:
只要你願意，語言不是障礙的啦",0,F
b7b7e655-9790-4b2a-a3ff-3d7bcf3632bf,234977524,2020-12-14T03:04:30.059Z,2020-12-14T03:04:30.059Z,1,我先猜收垃圾的阿姨幫你帶去垃圾場轉交保管了,1,M
675cd537-34c4-4ebf-9599-301fd0b348c2,234977524,2020-12-14T03:09:50.921Z,2020-12-14T03:09:50.921Z,2,抽煙bad,0,M
