234978477,#招募 AIESEC 國際文化探索營隊輔招募中,高雄第一科大,nkfust
234969076,求行車記錄器,高雄第一科大,nkfust
234963744,租屋補貼,高雄第一科大,nkfust
234963563,實習有遇過怪上司嗎？,高雄第一科大,nkfust
234954864,同學你的駕照掉了,高雄第一科大,nkfust
234954533,到底是誰把殺人兇器藏在這,高雄第一科大,nkfust
234954402,宿舍網路下載速度,高雄第一科大,nkfust
234953191,圖書館,高雄第一科大,nkfust
234949341,飛炫不收肇事逃逸酷哦,高雄第一科大,nkfust
234949288,6578高科猴 你的出口，我的車格,高雄第一科大,nkfust
234948235,轉：房東打電話給我爸媽說我在家打砲 #文長,高雄第一科大,nkfust
234946275,嗚嗚～湯瑪士小火車,高雄第一科大,nkfust
234946127,轉,高雄第一科大,nkfust
234944738,求幫忙填問卷,高雄第一科大,nkfust
234943325,持修專場,高雄第一科大,nkfust
234942548,財管一甲的游泳券～,高雄第一科大,nkfust
234941709,高科素質？,高雄第一科大,nkfust
234941624,問卷填寫唷～,高雄第一科大,nkfust
234941473,一年級猴子也太多？,高雄第一科大,nkfust
234939659,感冒記得戴口罩哦😷,高雄第一科大,nkfust
234936873,台糖宿舍有人烏龜走丟的嗎,高雄第一科大,nkfust
234936233,"那些年，某某社被陳情的那些""小事"" 續?",高雄第一科大,nkfust
234935770,急尋❗❗ Air pods 不見,高雄第一科大,nkfust
