234984379,點睇香港女仔著肉色絲襪出街 見香港好似好少人著,點睇女仔著肉色絲襪,2020-12-15T03:21:27.829Z,2020-12-15T03:21:27.829Z,1,12,F
234983362,"俗語有云，每逢佳節倍思春～

由其是臨近聖誕，相信眾多單身狗都同我一樣，越來越feel到空虛寂寞凍，真係好想有個男朋友比我攬下溫暖下
嗚(இωஇ )

不過而家武漢肺炎持續肆虐嘅時勢，識異性朋友都好難，更莫講話出pool了

唯有祈求上天做下好心
安插一個好似Bright咁嘅靚仔喺我生活中出現
無男朋友 有個靚仔喺附近比我都好啊 (இωஇ )

# Bright 真係好靚仔
# Bright 啲戲又得唱歌又好聽
p.s. 以下全部截圖源自YouTube 泰劇 still 2gether
https://i.imgur.com/iyzurrL.jpg
https://i.imgur.com/gXn3dYL.jpg
https://i.imgur.com/y8K1DM0.jpg
https://i.imgur.com/AupDjP7.jpg
https://i.imgur.com/bCBAqoF.jpg

有沒有心動的感覺!!! ๛ก(ｰ̀ωｰ́ก) 
這輪廓也太完美了吧啊啊啊",祈求天父做一次好人~,2020-12-14T18:37:02.278Z,2020-12-14T18:37:02.278Z,2,16,F
234983076,"本身算瘦底，
最近壓力大，肥咗差唔多成十磅（4字頭肥到4字中）
但朋友反而覺得肥咗好睇啲，話冇咁骨感
到底一般女仔覺得骨感瘦好睇定肉地好睇🤔

https://i.imgur.com/Yb1pBRR.jpg",女仔覺得點先叫好身材？,2020-12-14T17:26:25.282Z,2020-12-14T17:26:25.282Z,11,18,F
234981729,"自己着開39
有時見到啲男裝好靚
會好想買黎着但係男裝最細都要40號
有時可以掹車邊着到嘅
但男裝會再偏大所以40都真係太大隻
然後女裝啲款又好柒
靚嗰啲有冇39號
係咪個天都唔想我買嘢",個天究竟想唔想我買鞋,2020-12-14T14:17:30.316Z,2020-12-14T14:17:30.316Z,5,18,F
234980169,"每次m到前情緒都大起大落，容易想喊😩
做野又躁底，好多野都睇唔順眼
又會FF男朋友d衰野(但唔會話佢知😂)

呢d日子我通常都會自閉下
怕自己躁底會煩到人
通常我會迫自己落街跑步，出身汗
又或者瘋狂食野咁🍔🍟

有冇sis M到前都會咁?
你地點解決?🙈",M到前成日亂諗野,2020-12-14T10:41:54.498Z,2020-12-14T10:46:59.015Z,13,49,F
234978507,"背脊成日生痘痘 有時又會過敏起晒rash
而家成個背脊都係黑色印
各位sis 有冇辦法/產品可以去走啲印同埋制止生痘痘",成個背脊都係印,2020-12-14T05:55:22.533Z,2020-12-14T05:55:22.533Z,2,22,F
234976855,"同班fd出親去 佢地都要瘋狂影相
之前去迪士尼
明明都去過幾次架啦
每次都仲要影多一大堆相
影到我反晒白眼🙄",究竟有咩好影呀？,2020-12-13T19:25:06.092Z,2020-12-13T19:25:06.092Z,3,24,F
234974138,"我真係好悶啊啊啊啊啊
工又因為疫情關係冇得返
男朋友又覺得我太煩
好彩而家唔使上堂
如果唔係我一定冇心機
大家平時有咩做
有冇啲好睇嘅劇或者戲介紹
或者大家分享吓平時自己有咩做
陪我傾下計！！！
或者可以開個吹水grp",大家平時有咩做？,2020-12-13T11:44:39.587Z,2020-12-13T11:44:39.587Z,31,87,F
234973650,我媽媽就都算大年紀生我出黎嘅，小學被人bully嗰陣俾人笑過我呢樣嘢，小學會覺得自己媽咪點解年紀咁大，依家諗返起我好想打死當時嘅我，點解會有啲咁不孝嘅諗法，甚至嗰陣應該駁返班人。依家我好佩服同好尊重屋企人，佢地已經好大個但會嘗試接觸下我中意嘅嘢，例如韓星咁，無論有啲價值觀，例如政見唔同嘅，但佢地會尊重我諗法，我有時會嬲但諗返其他事依然好感動。但係隨著佢地年紀越黎越大，我真係好驚有一刻佢地會離開我...,好佩服高齡媽媽,2020-12-13T10:06:37.691Z,2020-12-13T10:06:37.691Z,7,21,F
234971539,"想知有冇人sis同我一樣煩緊呢樣野🥲pat pat同大髀後面有好多粒好似雞皮既野 上網睇叫毛孔角化症 細個個陣冇咩點特別去理佢 諗住大個都應該會冇
但最近先發覺都幾嚴重下 好唔美觀😩
想問下各位sis有冇啲有效同快速既解決方法🥺
感謝！🙏",屁股粒粒,2020-12-13T01:09:19.530Z,2020-12-13T01:09:19.530Z,35,65,F
234969199,"本身個人有肉地 大大地份 
樣唔係樣衰 唔係靚
正正常常咁
但我fd就係標準女神樣 
又瘦 瘦得黎又有波
佢係行行下街都會比人抄牌個啲女仔
呢排男朋友成日拎我同佢比⋯
話佢又靚又賢良淑德咁點點點 
我聽到覺得好想喊 咁你去溝佢囉
而家見到個朋友都唔知點面對
你估我唔想做靚女咩😔",男朋友拎我同我個好朋友比較,2020-12-12T13:24:06.312Z,2020-12-12T13:24:06.312Z,15,69,F
234968562,"https://i.imgur.com/uh72V5f.jpg
如題⋯⋯
有冇人知著上會唔會好重？
同埋會唔會睇落好大隻腳🥲🥲🥲",想知呢對FILA 好唔好著,2020-12-12T11:18:35.740Z,2020-12-12T11:18:35.740Z,3,22,F
234967820,我既第一次比左現任，同現任一齊左兩年幾，前排發現佢同人講同我扑野無乜感覺，你地有無試過比男朋友咁樣講，我可以點做😢😢,聽到呢句真係好唔開心,2020-12-12T08:33:35.214Z,2020-12-12T08:33:35.214Z,15,97,F
234961454,"嚟m真係好痛 個個嚟m 痛既地方都唔同
真係好痴線 流血都算 重點係咁鬼 好似個個月都病一次咁
而家年紀越來越大 每次嚟M條腰都痛到痴線 。。。。",下世唔想做女人😭,2020-12-11T07:34:14.219Z,2020-12-11T07:34:14.219Z,21,87,F
234958224,"Budget $2000樓下 💁🏻‍♀️除左air pods同pro 外仲有冇其他介紹？藍牙無線同唔好太大舊就得🙆🏻‍♀️
有冇人用過Ausounds依個牌子，個款同功能都唔錯，但就冇乜評價🥺
心急人上🙇🏻‍♀️
https://i.imgur.com/igX1V92.jpg",聖誕節想送藍牙無線耳機俾男朋友🤪有冇好介紹,2020-12-10T16:39:04.188Z,2020-12-10T16:39:04.188Z,7,41,F
234956003,"我 她和 他在同一所中學，他們倆中學畢業就在一齊了，一年後分開了

我從中學開始就一直認為 “他真係一個好好的男孩”
溫柔，體貼，細心，幽默，紳士，稍微的毒舌

他們分了我覺得蠻可惜的，畢竟性格這麼好

我和他再有聯繫，是一個學會的小聚
當時我們並沒有特別多的互動

後來他有回覆我的社交動態，我也開始分享我認為有趣的帖文

再後來我找他出來吃飯，然後有一次他說他在我家附近 我就又找他一齊吃飯
不頻密 但連連續續的保持著
我們每次見面也會聊到我的好朋友 她仍是我們之間的一個橋樑

他和她同一所大學畢業，只是不同學科，畢業當天我分開去找他們了，因為買她的畢業禮物時 順便買了他的那份

上上一次見面，我們有了第一次的親密接觸
他說他手冷 我說摸一下看看 就這樣手牽上了
我說要借我手給他取暖嘛 他拒絕了
然後他又說 我還是暖一下吧
然後很長一段時間 我們誰也沒有鬆開自己的手

上一次見面 他開了小玩笑損我 我假裝著生氣走開了
下一秒他手臂環上了我肩膀 然後把我拉到他身邊 那刻我面貼上他胸口 我腦海第一個聯想是

“好香”

撲鼻而來的是一股清香，是他家的洗衣粉味吧，真香

下一秒他把頭哄近我，讓我別生氣了
我再他臂彎裏想著 好想抱他 好似蠻舒服的

後來分開後 冷靜下來 回想起在討論區見過 自己好朋友的前度 是碰不得的
我看着我買了的聖誕禮物 默想著我應該送出去嘛？

成年人的世界 就是他不說穿 我不戳破 
我們倆就浮在各自的泡沫裏 
畢竟我和他之間的距離 隔了我最好的朋友

我為什麼要寫出來？
大概，我有那麼一點點的想他了吧",我和他的距離是我最好的朋友,2020-12-10T11:51:55.738Z,2020-12-10T11:51:55.738Z,4,64,F
234954288,"如題 用過好多護膚品 就無用😭
今年多左好多野做 同煩惱 
日日都比較夜瞓 然後又要早起
有冇人可以推薦下方法😿😿😿",22歲就有眼周細紋,2020-12-10T06:56:18.585Z,2020-12-10T06:56:18.585Z,8,37,F
234952211,"講野可能一舊舊咁 睇得困難真係唔好意思🥺鐘意諗埋啲無聊野 身邊無人可以探討 唯有係度抒發己見 

雖然係女仔 但自小就有好多手毛腳毛 唇毛
當時眼見其他女仔腳同手都無咩毛 都幾自卑
以前細個仲會俾人笑生鬍鬚（因為唇毛

成日都會諗係咪自己特別唔正常 偏偏咁多毛 大家都好似好光滑咁 

大個左就發現其實原來世界係有脫毛呢樣野 蜜蠟脫毛 瀲光脫毛 剃毛膏等 出黎社會工作之後都有剃過腳毛唇毛嘅（少之又少啦

前半年無啦啦恨出pool玩交友app識左個男仔(我知錯了 諗通左唔應該咁
第一次約出黎見 食完餐飯走左之後佢就msg話我唔注重儀容 諗左一陣先知佢係話我啲唇毛 

果時開始有啲討厭自己天生多毛 嫌棄左自己好一段時間 依家諗返覺得自己傻 其實我嘅身體關佢咩事

（關於個男仔之後我果時主動斷聯 同埋事後覺得自己鬼掩眼 明明唔係啲咩好男人 做咩咁在意）

其實我都係係度感嘆下做女仔好難 
唔明白點解天生身體有毛就係唔正常 
明明人就係動物 有毛好正常 
男仔都有毛但好少人會話有毛有問題 反而仲會話咁樣好man
成日見到脫毛廣告 收費好高或者就係呃人上去sell plan
世間好似鼓吹緊有毛就是罪 一定要脫毛先至係美咁 唔知會唔會有人好似我咁諗

歡迎理性討論",有毛=唔正常？,2020-12-09T19:49:53.341Z,2020-12-09T19:49:53.341Z,38,256,F
234950572,"小妹第一次用口幫男朋友
有嘗試深喉不過唔成功
幫完有啲喉嚨唔舒服喉嚨痛
想問係咪正常嘅😥",幫完男朋友之後有啲喉嚨痛,2020-12-09T14:58:29.047Z,2020-12-09T14:58:29.047Z,1,31,F
234947698,"想買個袋獎勵下自己，睇啱呢兩個一直搖擺不定，兩個價錢一樣，大家覺得邊款好睇啲🙇🏻‍♀️
1. 
https://i.imgur.com/QZZ1sis.jpg
2. 
https://i.imgur.com/fiQH2rX.jpg",選擇困難 求意見 #charles&keith,2020-12-09T07:10:13.982Z,2020-12-09T07:10:13.982Z,36,33,F
234944402,"各位姊妹你地留意下 如果有個BU嘅男仔 
係D comment到話自己157-160嘅 又話自己樣唔差 
咩朋友都話佢有7-8分嘅 
你地唔好同佢交換contact 唔好理佢

佢Dcard icon係一張坐係餐檯嘅相
個樣okay 但係playboy格

之前係Goop交手過 知佢咩料
我個fd之前抽卡仲抽到佢添
慎防慎防！",BU 渣男,2020-12-08T15:31:27.031Z,2020-12-09T02:50:04.294Z,11,58,F
234943759,"之前有個post講呢個話題，好多女仔都話就算老豆呀哥喺度唔著bra都ok。

但我唔著bra, 如果外面冇嘢嬲住，或者加件jacket, 真係唔敢出房門，除非老豆喺自己房或者唔喺屋企，著bra著成十幾個鐘又覺得唔好

見有人話畀老豆呀哥見到飛釘都冇話尷尬，真係可以咩？唔著bra有時唔係飛釘咁簡單，可以見到半個胸形",喺屋企唔着bra真係唔尷尬咩？,2020-12-08T14:06:31.034Z,2020-12-08T14:06:31.034Z,42,120,F
234943309,"美容院又準備閂
我仲有好多treatment 買左未做呀！
點搞呀！！！",又無得做facial🥴,2020-12-08T13:04:33.661Z,2020-12-08T13:04:33.661Z,2,38,F
